ScaffoldNickname,Scaffold,Length,newChr,newStart,newEnd,newOrientation,oldChr,oldStart,oldEnd
UnSc1687,1799,806,chrUn,26512531,26513336,unknown,chrUn,62336766,62337571
UnSc1688,1800,805,chrUn,26514337,26515141,unknown,chrUn,62338572,62339376
UnSc1689,1801,804,chrUn,26516142,26516945,unknown,chrUn,62340377,62341180
UnSc1690,1802,802,chrUn,26517946,26518747,unknown,chrUn,62342181,62342982
UnSc1691,1803,802,chrUn,26519748,26520549,unknown,chrUn,62343983,62344784
UnSc1692,1804,800,chrUn,26521550,26522349,unknown,chrUn,62345785,62346584
UnSc1693,1805,797,chrUn,26523350,26524146,unknown,chrUn,62347585,62348381
UnSc1694,1806,793,chrUn,26525147,26525939,unknown,chrUn,62349382,62350174
UnSc1695,1807,793,chrUn,26526940,26527732,unknown,chrUn,62351175,62351967
UnSc1696,1808,793,chrUn,26528733,26529525,unknown,chrUn,62352968,62353760
UnSc1697,1809,792,chrUn,26530526,26531317,unknown,chrUn,62354761,62355552
UnSc1698,1810,789,chrUn,26532318,26533106,unknown,chrUn,62356553,62357341
UnSc1699,1811,787,chrUn,26534107,26534893,unknown,chrUn,62358342,62359128
UnSc1700,1812,787,chrUn,26535894,26536680,unknown,chrUn,62360129,62360915
UnSc1701,1813,786,chrUn,26537681,26538466,unknown,chrUn,62361916,62362701
UnSc1702,1814,785,chrUn,26539467,26540251,unknown,chrUn,62363702,62364486
UnSc1703,1815,784,chrUn,26541252,26542035,unknown,chrUn,62365487,62366270
UnSc1704,1816,784,chrUn,26543036,26543819,unknown,chrUn,62367271,62368054
UnSc1705,1817,782,chrUn,26544820,26545601,unknown,chrUn,62369055,62369836
UnSc1706,1818,775,chrUn,26546602,26547376,unknown,chrUn,62370837,62371611
UnSc1707,1819,774,chrUn,26548377,26549150,unknown,chrUn,62372612,62373385
UnSc1708,1820,774,chrUn,26550151,26550924,unknown,chrUn,62374386,62375159
UnSc1709,1821,774,chrUn,26551925,26552698,unknown,chrUn,62376160,62376933
UnSc1710,1822,772,chrUn,26553699,26554470,unknown,chrUn,62376934,62377705
UnSc1711,1823,770,chrUn,26555471,26556240,unknown,chrUn,62378706,62379475
UnSc1712,1824,765,chrUn,26557241,26558005,unknown,chrUn,62380476,62381240
UnSc1713,1825,764,chrUn,26559006,26559769,unknown,chrUn,62382241,62383004
UnSc1714,1826,762,chrUn,26560770,26561531,unknown,chrUn,62384005,62384766
UnSc1715,1827,758,chrUn,26562532,26563289,unknown,chrUn,62385767,62386524
UnSc1716,1828,757,chrUn,26564290,26565046,unknown,chrUn,62387525,62388281
UnSc1717,1829,756,chrUn,26566047,26566802,unknown,chrUn,62389282,62390037
UnSc1718,1830,755,chrUn,26567803,26568557,unknown,chrUn,62391038,62391792
UnSc1719,1831,754,chrUn,26569558,26570311,unknown,chrUn,62392793,62393546
UnSc1720,1832,753,chrUn,26571312,26572064,unknown,chrUn,62394547,62395299
UnSc1721,1833,748,chrUn,26573065,26573812,unknown,chrUn,62396300,62397047
UnSc1722,1834,746,chrUn,26574813,26575558,unknown,chrUn,62398048,62398793
UnSc1723,1835,741,chrUn,26576559,26577299,unknown,chrUn,62399794,62400534
UnSc1724,1836,739,chrUn,26578300,26579038,unknown,chrUn,62401535,62402273
UnSc1725,1837,739,chrUn,26580039,26580777,unknown,chrUn,62403274,62404012
UnSc1726,1838,738,chrUn,26581778,26582515,unknown,chrUn,62405013,62405750
UnSc1727,1839,737,chrUn,26583516,26584252,unknown,chrUn,62406751,62407487
UnSc1728,1840,735,chrUn,26585253,26585987,unknown,chrUn,62408488,62409222
UnSc1729,1841,735,chrUn,26586988,26587722,unknown,chrUn,62410223,62410957
UnSc1730,1842,729,chrUn,26588723,26589451,unknown,chrUn,62411958,62412686
UnSc1731,1843,725,chrUn,26590452,26591176,unknown,chrUn,62413687,62414411
UnSc1732,1844,724,chrUn,26592177,26592900,unknown,chrUn,62415412,62416135
UnSc1733,1845,723,chrUn,26593901,26594623,unknown,chrUn,62417136,62417858
UnSc1734,1846,721,chrUn,26595624,26596344,unknown,chrUn,62418859,62419579
UnSc1735,1847,720,chrUn,26597345,26598064,unknown,chrUn,62420580,62421299
UnSc1736,1848,717,chrUn,26599065,26599781,unknown,chrUn,62422300,62423016
UnSc1737,1849,716,chrUn,26600782,26601497,unknown,chrUn,62424017,62424732
UnSc1738,1850,712,chrUn,26602498,26603209,unknown,chrUn,62425733,62426444
UnSc1739,1851,712,chrUn,26604210,26604921,unknown,chrUn,62427445,62428156
UnSc1740,1852,712,chrUn,26605922,26606633,unknown,chrUn,62429157,62429868
UnSc1741,1853,711,chrUn,26607634,26608344,unknown,chrUn,62430869,62431579
UnSc1742,1854,710,chrUn,26609345,26610054,unknown,chrUn,62432580,62433289
UnSc1743,1855,699,chrUn,26611055,26611753,unknown,chrUn,62434290,62434988
UnSc1744,1856,695,chrUn,26612754,26613448,unknown,chrUn,62435989,62436683
UnSc1745,1857,695,chrUn,26614449,26615143,unknown,chrUn,62437684,62438378
UnSc1746,1858,694,chrUn,26616144,26616837,unknown,chrUn,62439379,62440072
UnSc1747,1859,691,chrUn,26617838,26618528,unknown,chrUn,62441073,62441763
UnSc1748,1860,690,chrUn,26619529,26620218,unknown,chrUn,62442764,62443453
UnSc1749,1861,685,chrUn,26621219,26621903,unknown,chrUn,62444454,62445138
UnSc1750,1862,680,chrUn,26622904,26623583,unknown,chrUn,62446139,62446818
UnSc1751,1863,677,chrUn,26624584,26625260,unknown,chrUn,62447819,62448495
UnSc1752,1864,672,chrUn,26626261,26626932,unknown,chrUn,62449496,62450167
UnSc1753,1865,670,chrUn,26627933,26628602,unknown,chrUn,62451168,62451837
UnSc1754,1866,658,chrUn,26629603,26630260,unknown,chrUn,62452838,62453495
UnSc1755,1867,652,chrUn,26631261,26631912,unknown,chrUn,62454496,62455147
UnSc1756,1868,649,chrUn,26632913,26633561,unknown,chrUn,62456148,62456796
UnSc1757,1869,646,chrUn,26634562,26635207,unknown,chrUn,62457797,62458442
UnSc1758,1870,642,chrUn,26636208,26636849,unknown,chrUn,62459443,62460084
UnSc1759,1871,623,chrUn,26637850,26638472,unknown,chrUn,62461085,62461707
UnSc1760,1872,617,chrUn,26639473,26640089,unknown,chrUn,62462708,62463324
UnSc1761,1873,611,chrUn,26641090,26641700,unknown,chrUn,62464325,62464935
UnSc1762,1874,607,chrUn,26642701,26643307,unknown,chrUn,62465936,62466542
UnSc1763,1875,606,chrUn,26644308,26644913,unknown,chrUn,62467543,62468148
UnSc1764,1876,603,chrUn,26645914,26646516,unknown,chrUn,62469149,62469751
UnSc1765,1877,602,chrUn,26647517,26648118,unknown,chrUn,62470752,62471353
UnSc1766,1878,598,chrUn,26649119,26649716,unknown,chrUn,62472354,62472951
UnSc1767,1879,597,chrUn,26650717,26651313,unknown,chrUn,62473952,62474548
UnSc1768,1880,596,chrUn,26652314,26652909,unknown,chrUn,62475549,62476144
UnSc1769,1881,593,chrUn,26653910,26654502,unknown,chrUn,62477145,62477737
UnSc1770,1882,590,chrUn,26655503,26656092,unknown,chrUn,62478738,62479327
UnSc1771,1883,578,chrUn,26657093,26657670,unknown,chrUn,62480328,62480905
UnSc1772,1884,577,chrUn,26658671,26659247,unknown,chrUn,62481906,62482482
UnSc1773,1885,577,chrUn,26660248,26660824,unknown,chrUn,62483483,62484059
UnSc1774,1886,572,chrUn,26661825,26662396,unknown,chrUn,62485060,62485631
UnSc1775,1887,565,chrUn,26663397,26663961,unknown,chrUn,62486632,62487196
UnSc1776,1888,564,chrUn,26664962,26665525,unknown,chrUn,62488197,62488760
UnSc1777,1889,563,chrUn,26666526,26667088,unknown,chrUn,62489761,62490323
UnSc1778,1890,557,chrUn,26668089,26668645,unknown,chrUn,62491324,62491880
UnSc1779,1891,523,chrUn,26669646,26670168,unknown,chrUn,62492881,62493403
UnSc1780,1892,514,chrUn,26671169,26671682,unknown,chrUn,62494404,62494917
UnSc1781,1893,501,chrUn,26672683,26673183,unknown,chrUn,62495918,62496418
UnSc1782,1894,490,chrUn,26674184,26674673,unknown,chrUn,62497419,62497908
UnSc1783,1895,455,chrUn,26675674,26676128,unknown,chrUn,62498909,62499363
UnSc1784,1896,439,chrUn,26677129,26677567,unknown,chrUn,62500364,62500802
UnSc1785,1897,438,chrUn,26678568,26679005,unknown,chrUn,62501803,62502240
UnSc1786,1898,436,chrUn,26680006,26680441,unknown,chrUn,62503241,62503676
UnSc1787,1899,435,chrUn,26681442,26681876,unknown,chrUn,62504677,62505111
UnSc1788,1900,427,chrUn,26682877,26683303,unknown,chrUn,62506112,62506538
UnSc1789,1901,420,chrUn,26684304,26684723,unknown,chrUn,62507539,62507958
UnSc1790,1902,414,chrUn,26685724,26686137,unknown,chrUn,62508959,62509372
UnSc1791,1903,414,chrUn,26687138,26687551,unknown,chrUn,62510373,62510786
UnSc1792,1904,398,chrUn,26688552,26688949,unknown,chrUn,62511787,62512184
UnSc1793,1905,373,chrUn,26689950,26690322,unknown,chrUn,62513185,62513557
UnSc1794,1906,362,chrUn,26691323,26691684,unknown,chrUn,62514558,62514919
UnSc1795,1907,342,chrUn,26692685,26693026,unknown,chrUn,62515920,62516261
UnSc1796,1908,326,chrUn,26694027,26694352,unknown,chrUn,62517262,62517587
UnSc1797,1909,316,chrUn,26695353,26695668,unknown,chrUn,62518588,62518903
UnSc1798,1910,312,chrUn,26696669,26696980,unknown,chrUn,62519904,62520215
UnSc1799,1911,294,chrUn,26697981,26698274,unknown,chrUn,62521216,62521509
UnSc1800,1912,294,chrUn,26699275,26699568,unknown,chrUn,62522510,62522803
UnSc1801,1913,288,chrUn,26700569,26700856,unknown,chrUn,62523804,62524091
UnSc1802,1914,285,chrUn,26701857,26702141,unknown,chrUn,62525092,62525376
UnSc1803,1915,273,chrUn,26703142,26703414,unknown,chrUn,62526377,62526649
UnSc1804,1916,266,chrUn,26704415,26704680,unknown,chrUn,62527650,62527915
UnSc1805,1917,260,chrUn,26705681,26705940,unknown,chrUn,62528916,62529175
UnSc1806,1918,259,chrUn,26706941,26707199,unknown,chrUn,62530176,62530434
UnSc1807,1919,258,chrUn,26708200,26708457,unknown,chrUn,62531435,62531692
UnSc1808,1920,251,chrUn,26709458,26709708,unknown,chrUn,62532693,62532943
UnSc1809,1921,249,chrUn,26710709,26710957,unknown,chrUn,62533944,62534192
UnSc1810,1922,244,chrUn,26711958,26712201,unknown,chrUn,62535193,62535436
UnSc1811,1923,226,chrUn,26713202,26713427,unknown,chrUn,62536437,62536662
UnSc1812,1924,218,chrUn,26714428,26714645,unknown,chrUn,62537663,62537880
UnSc1813,1925,193,chrUn,26715646,26715838,unknown,chrUn,62538881,62539073
UnSc1814,1926,176,chrUn,26716839,26717014,unknown,chrUn,62540074,62540249
UnSc1815,1927,175,chrUn,26718015,26718189,unknown,chrUn,62541250,62541424
UnSc1816,1928,149,chrUn,26719190,26719338,unknown,chrUn,62542425,62542573
UnSc1817,1929,138,chrUn,26720339,26720476,unknown,chrUn,62543574,62543711
UnSc1818,1930,134,chrUn,26721477,26721610,unknown,chrUn,62544712,62544845
UnSc1819,1931,132,chrUn,26722611,26722742,unknown,chrUn,62545846,62545977
UnSc1820,1932,107,chrUn,26723743,26723849,unknown,chrUn,62546978,62547084
UnSc1821,1933,67,chrUn,26724850,26724916,unknown,chrUn,62548085,62548151
UnSc1822,1934,60,chrUn,26725917,26725976,unknown,chrUn,62549152,62549211
UnSc5,54,1212556,chrV,1,1212556,forward,chrUn,11244841,12457396
UnSc4,48,1738986,chrV,1213557,2952542,forward,chrUn,9504855,11243840
5Sc1,19,7877689,chrV,2953543,10831231,reverse,chrV,1,7877689
5Sc2,38,2657443,chrV,10832232,13489674,forward,chrV,7878690,10536132
5Sc3,93,460225,chrV,13490675,13950899,reverse,chrV,10537133,10997357
5Sc4,73,743380,chrV,13951900,14695279,reverse,chrV,10998358,11741737
UnSc27,112,357655,chrV,14696280,15053934,reverse,chrUn,25632574,25990228
5Sc5,142,210318,chrV,15054935,15265252,forward,chrV,11742738,11953055
5Sc6,125,297342,chrV,15266253,15563594,reverse,chrV,11954056,12251397
UnSc8,61,1001911,chrVI,1,1001911,reverse,chrUn,14739453,15741363
6Sc1,66,884755,chrVI,1002912,1887666,reverse,chrVI,1,884755
UnSc13,76,596175,chrVI,1888667,2484841,reverse,chrUn,19004904,19601078
6Sc2,35,3171024,chrVI,2485842,5656865,reverse,chrVI,885756,4056779
6Sc3,13,12359755,chrVI,5657866,18017620,forward,chrVI,4057780,16417534
6Sc4,140,241116,chrVI,18018621,18259736,unknown,chrVI,16418535,16659650
6Sc5,117,423025,chrVI,18260737,18683761,forward,chrVI,16660651,17083675
UnSc56,156,170221,chrVI,18684762,18854982,forward,chrUn,33192445,33362665
UnSc36,129,274688,chrVII,1,274688,reverse,chrUn,28544618,28819305
UnSc38,131,252297,chrVII,275689,527985,forward,chrUn,29057819,29310115
7Sc1,86,539725,chrVII,528986,1068710,reverse,chrVII,1,539725
7Sc2,118,386533,chrVII,1069711,1456243,forward,chrVII,540726,927258
7Sc3,55,1270640,chrVII,1457244,2727883,forward,chrVII,928259,2198898
7Sc4,39,2408260,chrVII,2728884,5137143,forward,chrVII,2199899,4608158
7Sc5,23,5801771,chrVII,5138144,10939914,forward,chrVII,4609159,10410929
UnSc24,106,373368,chrVII,10940915,11314282,forward,chrUn,24563072,24936439
UnSc3,47,1748180,chrVII,11315283,13063462,reverse,chrUn,7755675,9503854
7Sc6,1,17201617,chrVII,13064463,30266079,forward,chrVII,10411930,27613546
UnSc39,132,259421,chrVII,30267080,30526500,forward,chrUn,29311116,29570536
7Sc7,113,322897,chrVII,30527501,30850397,forward,chrVII,27614547,27937443
UnSc6,56,1168921,chrVIII,1,1168921,forward,chrUn,12458397,13627317
8Sc1,53,1370556,chrVIII,1169922,2540477,forward,chrVIII,1,1370556
8Sc2,36,3129284,chrVIII,2541478,5670761,forward,chrVIII,1371557,4500840
8Sc3,9,13619508,chrVIII,5671762,19291269,forward,chrVIII,4501841,18121348
8Sc4,71,823161,chrVIII,19292270,20115430,forward,chrVIII,18122349,18945509
8Sc6,138,235227,chrVIII,20116431,20351657,reverse,chrVIII,19133478,19368704
8Sc5,153,185968,chrVIII,20352658,20538625,reverse,chrVIII,18946510,19132477
UnSc26,111,343876,chrX,1,343876,forward,chrUn,25287698,25631573
UnSc37,130,236513,chrX,344877,581389,reverse,chrUn,28820306,29056818
UnSc23,101,384623,chrX,582390,967012,reverse,chrUn,24177449,24562071
UnSc7,58,1110135,chrX,968013,2078147,reverse,chrUn,13628318,14738452
10Sc1,5,14541209,chrX,2079148,16620356,forward,chrX,1,14541209
UnSc50,149,187351,chrX,16621357,16808707,forward,chrUn,31976087,32163437
UnSc101,208,109349,chrX,16809708,16919056,reverse,chrUn,39711137,39820485
10Sc2,59,1115231,chrX,16920057,18035287,forward,chrX,14542210,15657440
UnSc14,80,591236,chrXI,1,591236,forward,chrUn,19602079,20193314
UnSc66,167,154914,chrXI,592237,747150,unknown,chrUn,34987570,35142483
11Sc1,75,620152,chrXI,748151,1368302,forward,chrXI,1,620152
11Sc2,49,1583387,chrXI,1369303,2952689,reverse,chrXI,621153,2204539
11Sc3,11,12946374,chrXI,2953690,15900063,forward,chrXI,2205540,15151913
UnSc52,151,191377,chrXI,15901064,16092440,forward,chrUn,32355919,32547295
11Sc4,79,583761,chrXI,16093441,16677201,reverse,chrXI,15152914,15736674
11Sc5,103,394347,chrXI,16678202,17072548,reverse,chrXI,15737675,16132021
11Sc6,100,429279,chrXI,17073549,17502827,reverse,chrXI,16133022,16562300
11Sc7,190,142752,chrXI,17503828,17646579,unknown,chrXI,16563301,16706052
UnSc28,114,369292,chrXII,1,369292,forward,chrUn,25991229,26360520
UnSc44,139,222911,chrXII,370293,593203,reverse,chrUn,30594894,30817804
UnSc88,195,147321,chrXII,594204,741524,reverse,chrUn,38233625,38380945
UnSc77,180,137802,chrXII,742525,880326,unknown,chrUn,36787135,36924936
12Sc1,158,180396,chrXII,881327,1061722,forward,chrXII,1,180396
12Sc2,62,1064986,chrXII,1062723,2127708,forward,chrXII,181397,1246382
UnSc22,99,420648,chrXII,2128709,2549356,reverse,chrUn,23755801,24176448
UnSc10,68,869172,chrXII,2550357,3419528,forward,chrUn,16636734,17505905
12Sc3,64,961029,chrXII,3420529,4381557,forward,chrXII,1247383,2208411
12Sc4,6,14338203,chrXII,4382558,18720760,reverse,chrXII,2209412,16547614
12Sc5,70,740904,chrXII,18721761,19462664,reverse,chrXII,16548615,17289518
12Sc6,60,1110549,chrXII,19463665,20574213,reverse,chrXII,17290519,18401067
UnSc49,148,196909,chrXII,20575214,20772122,forward,chrUn,31778178,31975086
13Sc1,51,1474264,chrXIII,1,1474264,reverse,chrXIII,1,1474264
13Sc2,52,1348893,chrXIII,1475265,2824157,forward,chrXIII,1475265,2824157
13Sc3,4,15656014,chrXIII,2825158,18481171,forward,chrXIII,2825158,18481171
13Sc4,57,1168419,chrXIII,18482172,19650590,reverse,chrXIII,18482172,19650590
UnSc113,220,120098,chrXIII,19651591,19771688,unknown,chrUn,40784669,40904766
13Sc5,107,418911,chrXIII,19772689,20191599,reverse,chrXIII,19651591,20070501
UnSc93,200,101275,chrXIII,20192600,20293874,unknown,chrUn,38806662,38907936
UnSc51,150,190481,chrXIII,20294875,20485355,reverse,chrUn,32164438,32354918
UnSc40,133,266407,chrXIII,20486356,20752762,unknown,chrUn,29571537,29837943
UnSc73,176,142540,chrXIV,1,142540,unknown,chrUn,36200374,36342913
14Sc1,116,345721,chrXIV,143541,489261,reverse,chrXIV,1,345721
UnSc90,197,115429,chrXIV,490262,605690,forward,chrUn,38481573,38597001
UnSc67,168,154478,chrXIV,606691,761168,reverse,chrUn,35143484,35297961
14Sc2,12,12736214,chrXIV,762169,13498382,forward,chrXIV,346722,13082935
14Sc3,40,2162526,chrXIV,13499383,15661908,reverse,chrXIV,13083936,15246461
UnSc16,88,508853,chrXIV,15662909,16171761,reverse,chrUn,20758748,21267600
19Sc1,85,529649,chrXIX,1,529649,forward,chrXIX,1,529649
UnSc62,163,161911,chrXIX,530650,692560,reverse,chrUn,34198026,34359936
19Sc2,34,3292604,chrXIX,693561,3986164,forward,chrXIX,530650,3823253
UnSc116,224,208153,chrXIX,3987165,4195317,unknown,chrUn,41062695,41270847
19Sc3,3,16416407,chrXIX,4196318,20612724,reverse,chrXIX,3824254,20240660
15Sc1,110,341541,chrXV,1,341541,reverse,chrXV,1,341541
UnSc58,159,166851,chrXV,342542,509392,forward,chrUn,33535842,33702692
UnSc80,184,147696,chrXV,510393,658088,reverse,chrUn,37197910,37345605
15Sc2,72,727327,chrXV,659089,1386415,reverse,chrXV,342542,1069868
15Sc3,10,13308967,chrXV,1387416,14696382,forward,chrXV,1070869,14379835
UnSc35,128,251254,chrXV,14697383,14948636,reverse,chrUn,28292364,28543617
15Sc4,45,1809037,chrXV,14949637,16758673,reverse,chrXV,14380836,16189872
UnSc15,84,563433,chrXV,16759674,17323106,forward,chrUn,20194315,20757747
16Sc1,26,5281402,chrXVI,1,5281402,forward,chrXVI,1,5281402
16Sc2,14,10886345,chrXVI,5282403,16168747,forward,chrXVI,5282403,16168747
16Sc3,44,1946041,chrXVI,16169748,18115788,reverse,chrXVI,16169748,18115788
UnSc29,115,344019,chrXVI,18116789,18460807,reverse,chrUn,26361521,26705539
UnSc78,181,135462,chrXVI,18461808,18597269,forward,chrUn,36925937,37061398
UnSc11,69,813576,chrXVI,18598270,19411845,reverse,chrUn,17506906,18320481
UnSc95,202,109749,chrXVI,19412846,19522594,reverse,chrUn,39052540,39162288
UnSc17,89,543734,chrXVII,1,543734,forward,chrUn,21268601,21812334
17Sc1,109,409613,chrXVII,544735,954347,reverse,chrXVII,1,409613
17Sc2,136,230897,chrXVII,955348,1186244,reverse,chrXVII,410614,641510
17Sc3,191,123367,chrXVII,1187245,1310611,unknown,chrXVII,642511,765877
17Sc4,174,168336,chrXVII,1311612,1479947,forward,chrXVII,766878,935213
17Sc5,25,5511944,chrXVII,1480948,6992891,forward,chrXVII,936214,6448157
UnSc1,27,5105261,chrXVII,6993892,12099152,reverse,chrUn,1,5105261
17Sc6,18,8153984,chrXVII,12100153,20254136,forward,chrXVII,6449158,14603141
18Sc1,29,4822594,chrXVIII,1,4822594,forward,chrXVIII,1,4822594
18Sc2,21,7404426,chrXVIII,4823595,12228020,forward,chrXVIII,4823595,12228020
18Sc3,32,3761673,chrXVIII,12229021,15990693,forward,chrXVIII,12229021,15990693
UnSc57,157,171176,chrXX,1,171176,forward,chrUn,33363666,33534841
UnSc43,137,249745,chrXX,172177,421921,forward,chrUn,30344149,30593893
20Sc1,104,415733,chrXX,422922,838654,forward,chrXX,1,415733
20Sc2,170,175369,chrXX,839655,1015023,forward,chrXX,416734,592102
UnSc33,122,304788,chrXX,1016024,1320811,forward,chrUn,27694699,27999486
20Sc3,143,240039,chrXX,1321812,1561850,forward,chrXX,593103,833141
20Sc4,2,17116695,chrXX,1562851,18679545,reverse,chrXX,834142,17950836
20Sc5,46,1780235,chrXX,18680546,20460780,forward,chrXX,17951837,19732071
UnSc19,94,517387,chrXXI,1,517387,unknown,chrUn,22323409,22840795
UnSc20,95,500428,chrXXI,518388,1018815,forward,chrUn,22841796,23342223
UnSc41,134,257138,chrXXI,1019816,1276953,unknown,chrUn,29838944,30096081
UnSc48,147,215782,chrXXI,1277954,1493735,unknown,chrUn,31561396,31777177
21Sc1,144,297070,chrXXI,1494736,1791805,unknown,chrXXI,1,297070
UnSc2,37,2648413,chrXXI,1792806,4441218,forward,chrUn,5106262,7754674
21Sc2,16,9196662,chrXXI,4442219,13638880,forward,chrXXI,298071,9494732
21Sc3,43,1902836,chrXXI,13639881,15542716,forward,chrXXI,9495733,11398568
UnSc9,67,893370,chrXXI,15543717,16437086,forward,chrUn,15742364,16635733
21Sc4,127,266767,chrXXI,16438087,16704853,forward,chrXXI,11399569,11666335
UnSc34,126,290877,chrXXI,16705854,16996730,forward,chrUn,28000487,28291363
UnSc47,146,224531,chrXXI,16997731,17222261,reverse,chrUn,31335865,31560395
UnSc79,182,134511,chrXXI,17223262,17357772,reverse,chrUn,37062399,37196909
